Date,Code,Close,ret1_forecast,ret2_forecast
2023-12-18,31870,472.0,0.0046635433918314,0.0229251521182603
2023-12-18,52580,666.0,0.0003893572974569,0.0205224586617595
2023-12-18,66190,934.0,9.186264378184734e-05,0.0155557844147197
2023-12-18,52460,343.0,-0.0010997188502657,0.01511904092171
2023-12-18,40050,327.6,-0.0016327853906995,0.01497536528934
2023-12-18,50740,414.0,0.0030133162712439,0.0142604650817384
2023-12-18,52530,2666.0,-0.0025491175855441,0.0132738579498259
2023-12-18,21600,2840.0,-0.0002562913702204,0.0123201318078587
2023-12-18,25330,354.0,-0.0018005873525723,0.0121114965956937
2023-12-18,18120,2289.0,-0.0026916056808308,0.0118153233926944
2023-12-18,49360,937.0,-0.0013037179480323,0.0117544482506174
2023-12-18,21200,178.0,-0.0017358658260996,0.0104229012627727
2023-12-18,58010,2177.0,-0.0031561901772716,0.0103241597792121
2023-12-18,50200,569.8,-0.0012486559365666,0.0098868506301265
2023-12-18,86010,946.8,-0.0002884874179185,0.0092387599053857
2023-12-18,87250,5293.0,-0.0021990751442439,0.0083747960049928
2023-12-18,45630,71.0,-0.0015916954724523,0.007908935383089
2023-12-18,34010,1292.0,-0.0026010719371168,0.0076933853432225
2023-12-18,67680,529.0,-0.0027214381664878,0.0075884553524781
2023-12-18,42050,1293.5,-0.0012997012031304,0.0069115080140529
2023-12-18,78680,722.0,0.0018398288199239,0.0062800674324208
2023-12-18,38960,375.0,0.0039387511121869,0.0061781261885038
2023-12-18,97430,841.0,-0.0033321622266654,0.0061187385507494
2023-12-18,95010,736.3,0.001460324440578,0.005795874885204
2023-12-18,76950,2064.0,0.0032111332980266,0.0055334803796529
2023-12-18,30360,1280.0,-0.0049414914988364,0.0052017316775218
2023-12-18,40130,923.0,0.002634778617076,0.0051769855961034
2023-12-18,48750,221.0,-0.0010658364897505,0.0051247237394101
2023-12-18,94120,635.0,-0.0033718015300519,0.0047674214951387
2023-12-18,31500,1914.0,0.0027796093277118,0.0045177865028824
2023-12-18,41670,357.0,0.0021674327229537,0.0044248949818451
2023-12-18,83080,715.8,-0.0032244981799298,0.0039900433223403
2023-12-18,49370,2430.0,0.0035586346300568,0.0037942550552795
2023-12-18,56120,1067.0,-0.0009223146453027,0.003531560171142
2023-12-18,72590,4922.0,0.0003608051579568,0.0032158908666686
2023-12-18,42680,671.0,0.0019852513469387,0.0031419105070062
2023-12-18,77210,1605.0,0.0003623789012593,0.0031376140838654
2023-12-18,61940,623.0,-0.0074326567254254,0.0031261011087961
2023-12-18,71140,1454.0,0.0024677684930526,0.0031181345710243
2023-12-18,67750,212.0,-0.0009083465493429,0.0030803305884607
2023-12-18,34460,1803.0,0.0004318865051829,0.003025849249357
2023-12-18,98120,353.0,0.003829217273523,0.0030030337841503
2023-12-18,17570,37.0,-0.0006593491746303,0.0029528361001932
2023-12-18,41930,1821.0,0.0010676323521469,0.0028953598642915
2023-12-18,20020,1913.0,-0.0038824640002997,0.0028196190480135
2023-12-18,32480,726.0,-0.000201974464302,0.0027807283608404
2023-12-18,60270,4150.0,-0.0005073049842957,0.0027465444795246
2023-12-18,42600,584.0,0.0001759319175026,0.0027368394137316
2023-12-18,61860,565.0,-0.0005303063080363,0.0026622526545645
2023-12-18,40530,900.0,0.0010393493886127,0.0026116352029437
2023-12-18,40610,2409.0,-0.0017667806817962,0.0025473214575366
2023-12-18,65170,2174.0,0.0011966576061744,0.0025398819412694
2023-12-18,69280,1510.0,-0.0004246774224801,0.0025230628685509
2023-12-18,61650,403.0,0.0016414974097354,0.0024748277540529
2023-12-18,17260,347.0,-0.000689095751651,0.0023103662058336
2023-12-18,52180,1062.0,-0.0019342115160847,0.002297287813146
2023-12-18,41250,2856.0,0.0008756143277692,0.0022185557190413
2023-12-18,41680,989.0,-0.0002538088111672,0.0021510577551055
2023-12-18,39180,1032.0,-0.0001174671218159,0.0021459436038316
2023-12-18,68060,16200.0,-0.0005220666071864,0.0021261137630692
2023-12-18,93760,473.0,0.0007469922152564,0.0021151351081468
2023-12-18,72690,5562.0,-0.001061467686717,0.0020867235611014
2023-12-18,83440,1083.0,-0.0002055667139926,0.0020533787159394
2023-12-18,45190,5320.0,0.0001082176091801,0.0020105543387196
2023-12-18,39300,695.0,-0.0001014677526633,0.0019995704893569
2023-12-18,87930,3215.0,-0.0014538124835175,0.0018926366788915
2023-12-18,99320,2131.0,8.636802513670432e-05,0.0018202824543897
2023-12-18,49560,2471.0,-0.0010962514049571,0.0017981904846926
2023-12-18,36860,204.0,4.906735703178696e-06,0.0017646421854579
2023-12-18,61990,1228.0,-0.0008939491826416,0.0017482713929378
2023-12-18,14470,250.0,-0.0021366042261215,0.0017352859609925
2023-12-18,39450,2309.0,-0.0006250937230873,0.0017159881875324
2023-12-18,48480,1768.0,-0.0005939119107781,0.0017157178969602
2023-12-18,93240,1105.0,-0.0011152779514493,0.0017098172850904
2023-12-18,61890,622.0,6.159029194603455e-05,0.0016970603996776
2023-12-18,86990,995.0,-8.311700689674221e-05,0.0016856365878386
