	Date	Code	CompanyName	CompanyNameEnglish	Sector17Code	Sector17CodeName	Sector33Code	Sector33CodeName	ScaleCategory	MarketCode	MarketCodeName
4103	2023-07-14	96010	松竹	Shochiku Co.,Ltd.	10	情報通信・サービスその他	5250	情報･通信業	TOPIX Mid400	0111	プライム
4104	2023-07-14	96020	東宝	TOHO CO.,LTD	10	情報通信・サービスその他	5250	情報･通信業	TOPIX Mid400	0111	プライム
4105	2023-07-14	96030	エイチ・アイ・エス	H.I.S.Co.,Ltd.	10	情報通信・サービスその他	9050	サービス業	TOPIX Small 1	0111	プライム
4106	2023-07-14	96050	東映	TOEI COMPANY,LTD.	10	情報通信・サービスその他	5250	情報･通信業	TOPIX Small 1	0111	プライム
4107	2023-07-14	96100	ウィルソン・ラーニング　ワールドワイド	WILSON LEARNING WORLDWIDE INC.	10	情報通信・サービスその他	9050	サービス業	-	0112	スタンダード
4108	2023-07-14	96120	ラックランド	LUCKLAND CO.,LTD.	10	情報通信・サービスその他	9050	サービス業	TOPIX Small 2	0111	プライム
4109	2023-07-14	96130	ＮＴＴデータグループ	NTT DATA GROUP CORPORATION	10	情報通信・サービスその他	5250	情報･通信業	TOPIX Mid400	0111	プライム
4110	2023-07-14	96160	共立メンテナンス	KYORITSU MAINTENANCE CO.,LTD.	10	情報通信・サービスその他	9050	サービス業	TOPIX Mid400	0111	プライム
4111	2023-07-14	96190	イチネンホールディングス	ICHINEN HOLDINGS CO.,LTD.	10	情報通信・サービスその他	9050	サービス業	TOPIX Small 2	0111	プライム
4112	2023-07-14	96210	建設技術研究所	CTI Engineering Co.,Ltd.	10	情報通信・サービスその他	9050	サービス業	TOPIX Small 2	0111	プライム
4113	2023-07-14	96220	スペース	SPACE CO.,LTD.	10	情報通信・サービスその他	9050	サービス業	TOPIX Small 2	0111	プライム
4114	2023-07-14	96250	セレスポ	CERESPO CO.,LTD.	10	情報通信・サービスその他	9050	サービス業	-	0112	スタンダード
