	Date	Code	CompanyName	CompanyNameEnglish	Sector17Code	Sector17CodeName	Sector33Code	Sector33CodeName	ScaleCategory	MarketCode	MarketCodeName
0	2023-07-14	13010	極洋	KYOKUYO CO.,LTD.	1	食品	0050	水産・農林業	TOPIX Small 2	0111	プライム
1	2023-07-14	13050	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）	iFreeETF TOPIX (Yearly Dividend Type)	99	その他	9999	その他	-	0109	その他
2	2023-07-14	13060	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信	NEXT FUNDS TOPIX Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
3	2023-07-14	13080	日興アセットマネジメント株式会社　　上場インデックスファンドＴＯＰＩＸ	Nikko Exchange Traded Index Fund TOPIX	99	その他	9999	その他	-	0109	その他
4	2023-07-14	13090	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信	NEXT FUNDS ChinaAMC SSE50 Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
5	2023-07-14	13110	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信	NEXT FUNDS TOPIX Core 30 Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
6	2023-07-14	13190	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信	NEXT FUNDS Nikkei 300 Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
7	2023-07-14	13200	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）	iFreeETF Nikkei225 (Yearly Dividend Type)	99	その他	9999	その他	-	0109	その他
8	2023-07-14	13210	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信	NEXT FUNDS Nikkei 225 Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
9	2023-07-14	13220	日興アセットマネジメント株式会社　上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００	Listed Index Fund China A Share (Panda) E Fund CSI300	99	その他	9999	その他	-	0109	その他
10	2023-07-14	13240	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ロシア株式指数連動型上場投信	NEXT FUNDS Russian Equity Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
11	2023-07-14	13250	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信	NEXT FUNDS Ibovespa Linked Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
12	2023-07-14	13260	ワールド・ゴールド・トラスト・サービシズ・エルエルシー　ＳＰＤＲゴールド・シェア	SPDR Gold Shares	99	その他	9999	その他	-	0109	その他
13	2023-07-14	13280	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信	NEXT FUNDS Gold Price Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
14	2023-07-14	13290	ブラックロック・ジャパン株式会社　　ｉシェアーズ・コア　日経２２５　ＥＴＦ	iShares Core Nikkei 225 ETF	99	その他	9999	その他	-	0109	その他
15	2023-07-14	13300	日興アセットマネジメント株式会社　　上場インデックスファンド２２５	Nikko Exchange Traded Index Fund 225	99	その他	9999	その他	-	0109	その他
16	2023-07-14	13320	ニッスイ	Nissui Corporation	1	食品	0050	水産・農林業	TOPIX Mid400	0111	プライム
17	2023-07-14	13330	マルハニチロ	Maruha Nichiro Corporation	1	食品	0050	水産・農林業	TOPIX Mid400	0111	プライム
18	2023-07-14	13430	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信	NEXT FUNDS REIT INDEX ETF	99	その他	9999	その他	-	0109	その他
19	2023-07-14	13450	日興アセットマネジメント株式会社　上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型	Listed Index Fund J-REIT (Tokyo Stock Exchange REIT Index)Bi-Monthly Dividend Payment Type	99	その他	9999	その他	-	0109	その他
20	2023-07-14	13460	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ　日経２２５上場投信	MAXIS NIKKEI 225 ETF	99	その他	9999	その他	-	0109	その他
21	2023-07-14	13480	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ　トピックス上場投信	MAXIS TOPIX ETF	99	その他	9999	その他	-	0109	その他
22	2023-07-14	13490	ステート・ストリート・グローバル・アドバイザーズ・シンガポール・リミテッド　ＡＢＦ汎アジア債券インデックス・ファンド	ABF PAN ASIA BOND INDEX FUND	99	その他	9999	その他	-	0109	その他
23	2023-07-14	13560	シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア２倍上場投信	TOPIX Bear -2x ETF	99	その他	9999	その他	-	0109	その他
24	2023-07-14	13570	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信	NEXT FUNDS Nikkei 225 Double Inverse Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
25	2023-07-14	13580	日興アセットマネジメント株式会社　上場インデックスファンド日経レバレッジ指数	Listed Index Fund Nikkei Leveraged Index	99	その他	9999	その他	-	0109	その他
26	2023-07-14	13600	シンプレクス・アセット・マネジメント株式会社　日経平均ベア２倍上場投信	Nikkei225 Bear -2x ETF	99	その他	9999	その他	-	0109	その他
27	2023-07-14	13640	ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ	iShares JPX-Nikkei 400 ETF	99	その他	9999	その他	-	0109	その他
28	2023-07-14	13650	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス	iFreeETF Nikkei225 Leveraged Index	99	その他	9999	その他	-	0109	その他
29	2023-07-14	13660	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス	iFreeETF Nikkei225 Double Inverse Index	99	その他	9999	その他	-	0109	その他
30	2023-07-14	13670	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数	iFreeETF TOPIX Leveraged (2x) Index	99	その他	9999	その他	-	0109	その他
31	2023-07-14	13680	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（−２倍）指数	iFreeETF TOPIX Double Inverse (-2x) Index	99	その他	9999	その他	-	0109	その他
32	2023-07-14	13690	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日経２２５	One ETF Nikkei225	99	その他	9999	その他	-	0109	その他
33	2023-07-14	13750	雪国まいたけ	YUKIGUNI MAITAKE CO.,LTD.	1	食品	0050	水産・農林業	TOPIX Small 2	0111	プライム
34	2023-07-14	13760	カネコ種苗	KANEKO SEEDS CO.,LTD.	1	食品	0050	水産・農林業	TOPIX Small 2	0112	スタンダード
35	2023-07-14	13770	サカタのタネ	SAKATA SEED CORPORATION	1	食品	0050	水産・農林業	TOPIX Small 1	0111	プライム
36	2023-07-14	13790	ホクト	HOKUTO CORPORATION	1	食品	0050	水産・農林業	TOPIX Small 1	0111	プライム
37	2023-07-14	13800	秋川牧園	AKIKAWA FOODS & FARMS CO.,LTD.	1	食品	0050	水産・農林業	-	0112	スタンダード
38	2023-07-14	13810	アクシーズ	AXYZ CO.,Ltd.	1	食品	0050	水産・農林業	-	0112	スタンダード
39	2023-07-14	13820	ホーブ	HOB Co.,Ltd.	1	食品	0050	水産・農林業	-	0112	スタンダード
40	2023-07-14	13830	ベルグアース	Berg Earth co.,ltd.	1	食品	0050	水産・農林業	-	0112	スタンダード
41	2023-07-14	13840	ホクリヨウ	Hokuryo Co.,Ltd.	1	食品	0050	水産・農林業	TOPIX Small 2	0112	スタンダード
42	2023-07-14	13850	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　ユーロ圏大型株５０（ユーロ・ストックス５０）	UBS ETF EURO STOXX 50 UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
43	2023-07-14	13860	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　欧州株（ＭＳＣＩヨーロッパ）	UBS ETF MSCI Europe UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
44	2023-07-14	13870	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　ユーロ圏株（ＭＳＣＩ　ＥＭＵ）	UBS ETF MSCI EMU UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
45	2023-07-14	13880	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　ユーロ圏小型株（ＭＳＣＩ　ＥＭＵ小型株）	UBS ETF MSCI EMU Small Cap UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
46	2023-07-14	13890	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　英国大型株１００（ＦＴＳＥ　１００）	UBS ETF FTSE 100 UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
47	2023-07-14	13900	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　ＭＳＣＩアジア太平洋株（除く日本）	UBS ETF MSCI Pacific (ex Japan) UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
48	2023-07-14	13910	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　スイス株（ＭＳＣＩスイス２０／３５）	UBS ETF MSCI Switzerland 20/35 UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
49	2023-07-14	13920	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　英国株（ＭＳＣＩ英国）	UBS ETF MSCI United Kingdom UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
50	2023-07-14	13930	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　米国株（ＭＳＣＩ米国）	UBS ETF MSCI USA UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
51	2023-07-14	13940	ＵＢＳ（Ｌｕｘ）ファンド・ソリューションズ・シキャブ　ＵＢＳ　ＥＴＦ　先進国株（ＭＳＣＩワールド）	UBS ETF MSCI World UCITS ETF-JDR	99	その他	9999	その他	-	0109	その他
52	2023-07-14	13970	三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　日経２２５上場投信	SMDAM NIKKEI225 ETF	99	その他	9999	その他	-	0109	その他
53	2023-07-14	13980	三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信	SMDAM REIT Index ETF	99	その他	9999	その他	-	0109	その他
54	2023-07-14	13990	日興アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ	Listed Index Fund MSCI Japan Equity High Dividend Low Volatility	99	その他	9999	その他	-	0109	その他
55	2023-07-14	14000	ルーデン・ホールディングス	RUDEN HOLDINGS CO.,Ltd.	3	建設・資材	2050	建設業	-	0113	グロース
56	2023-07-14	14010	エムビーエス	mbs,inc.	3	建設・資材	2050	建設業	-	0113	グロース
57	2023-07-14	14070	ウエストホールディングス	West Holdings Corporation	3	建設・資材	2050	建設業	-	0112	スタンダード
58	2023-07-14	14140	ショーボンドホールディングス	SHO-BOND Holdings Co.,Ltd.	3	建設・資材	2050	建設業	TOPIX Mid400	0111	プライム
59	2023-07-14	14170	ミライト・ワン	MIRAIT ONE Corporation	3	建設・資材	2050	建設業	TOPIX Mid400	0111	プライム
60	2023-07-14	14180	インターライフホールディングス	INTERLIFE HOLDINGS CO.,LTD.	3	建設・資材	2050	建設業	-	0112	スタンダード
61	2023-07-14	14190	タマホーム	Tama Home Co.,Ltd.	3	建設・資材	2050	建設業	TOPIX Small 1	0111	プライム
62	2023-07-14	14200	サンヨーホームズ	Sanyo Homes Corporation	3	建設・資材	2050	建設業	TOPIX Small 2	0112	スタンダード
63	2023-07-14	14290	日本アクア	Nippon Aqua Co.,Ltd.	3	建設・資材	2050	建設業	TOPIX Small 2	0111	プライム
64	2023-07-14	14300	ファーストコーポレーション	First-corporation Inc.	3	建設・資材	2050	建設業	TOPIX Small 2	0111	プライム
65	2023-07-14	14310	Ｌｉｂ　Ｗｏｒｋ	Lib Work Co.,Ltd.	3	建設・資材	2050	建設業	-	0113	グロース
66	2023-07-14	14320	動力	DORYOKU Co.,Ltd.	3	建設・資材	2050	建設業	-	0105	TOKYO PRO MARKET
67	2023-07-14	14330	ベステラ	BESTERRA CO.,LTD	3	建設・資材	2050	建設業	TOPIX Small 2	0111	プライム
68	2023-07-14	14340	ＪＥＳＣＯホールディングス	JESCO Holdings,Inc.	3	建設・資材	2050	建設業	-	0112	スタンダード
69	2023-07-14	14350	Ｒｏｂｏｔ　Ｈｏｍｅ	Robot Home,Inc.	3	建設・資材	2050	建設業	TOPIX Small 2	0111	プライム
70	2023-07-14	14360	フィット	Fit Corporation	3	建設・資材	2050	建設業	-	0113	グロース
71	2023-07-14	14380	岐阜造園	Gifu landscape architect Co.,Ltd.	3	建設・資材	2050	建設業	-	0112	スタンダード
72	2023-07-14	14390	安江工務店	YASUE CORPORATION	3	建設・資材	2050	建設業	-	0112	スタンダード
73	2023-07-14	14400	やまぜんホームズ	YAMAZEN HOMES CO.,LTD.	3	建設・資材	2050	建設業	-	0105	TOKYO PRO MARKET
74	2023-07-14	14430	技研ホールディングス	Giken Holdings Co.,Ltd.	3	建設・資材	2050	建設業	-	0112	スタンダード
75	2023-07-14	14440	ニッソウ	Nissou Co.,Ltd.	3	建設・資材	2050	建設業	-	0113	グロース
76	2023-07-14	14450	ひかりホールディングス	Hikari Holdings Co.,Ltd.	3	建設・資材	2050	建設業	-	0105	TOKYO PRO MARKET
77	2023-07-14	14460	キャンディル	CANDEAL Co.,Ltd.	3	建設・資材	2050	建設業	TOPIX Small 2	0112	スタンダード
78	2023-07-14	14470	ＩＴｂｏｏｋホールディングス	ITbook Holdings Co.,LTD.	3	建設・資材	2050	建設業	-	0113	グロース
79	2023-07-14	14500	田中建設工業	TANAKEN	3	建設・資材	2050	建設業	-	0112	スタンダード
80	2023-07-14	14510	ＫＨＣ	KHC Ltd.	3	建設・資材	2050	建設業	-	0112	スタンダード
81	2023-07-14	14520	横浜ライト工業	YOKOHAMA WRIGHT Industries Co.,LTD	3	建設・資材	2050	建設業	-	0105	TOKYO PRO MARKET
82	2023-07-14	14560	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス	iFreeETF Nikkei225 Inverse Index	99	その他	9999	その他	-	0109	その他
83	2023-07-14	14570	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（−１倍）指数	iFreeETF TOPIX Inverse (-1x) Index	99	その他	9999	その他	-	0109	その他
84	2023-07-14	14580	楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経レバレッジ指数連動型	Rakuten ETF - Nikkei 225 Leveraged Index	99	その他	9999	その他	-	0109	その他
85	2023-07-14	14590	楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経ダブルインバース指数連動型	Rakuten ETF - Nikkei 225 Double Inverse Index	99	その他	9999	その他	-	0109	その他
86	2023-07-14	14640	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００レバレッジ・インデックス	iFreeETF JPX-Nikkei400 Leveraged (2x) Index	99	その他	9999	その他	-	0109	その他
87	2023-07-14	14650	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００インバース・インデックス	iFreeETF JPX-Nikkei400 Inverse (-1x) Index	99	その他	9999	その他	-	0109	その他
88	2023-07-14	14660	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス	iFreeETF JPX-Nikkei400 Double Inverse (-2x) Index	99	その他	9999	その他	-	0109	その他
89	2023-07-14	14690	シンプレクス・アセット・マネジメント株式会社　ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）	JPX-Nikkei 400 Bear -2x Double Inverse ETF	99	その他	9999	その他	-	0109	その他
90	2023-07-14	14720	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信	NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
91	2023-07-14	14730	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　トピックス	One ETF TOPIX	99	その他	9999	その他	-	0109	その他
92	2023-07-14	14740	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００	One ETF JPX-Nikkei 400	99	その他	9999	その他	-	0109	その他
93	2023-07-14	14750	ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ	iShares Core TOPIX ETF	99	その他	9999	その他	-	0109	その他
94	2023-07-14	14760	ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　Ｊリート　ＥＴＦ	iShares Core Japan REIT ETF	99	その他	9999	その他	-	0109	その他
95	2023-07-14	14770	ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ	iShares MSCI Japan Minimum Volatility (ex-REITs) ETF	99	その他	9999	その他	-	0109	その他
96	2023-07-14	14780	ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ	iShares MSCI Japan High Dividend ETF	99	その他	9999	その他	-	0109	その他
97	2023-07-14	14790	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数	iFreeETF MSCI Japan Human and Physical Investment Index	99	その他	9999	その他	-	0109	その他
98	2023-07-14	14800	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信	NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
99	2023-07-14	14810	日興アセットマネジメント株式会社　上場インデックスファンド日本経済貢献株	Listed Index Fund Japanese Economy Contributor Stocks	99	その他	9999	その他	-	0109	その他
100	2023-07-14	14820	ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　米国債７−１０年　ＥＴＦ（為替ヘッジあり）	iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF	99	その他	9999	その他	-	0109	その他
101	2023-07-14	14830	ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ	iShares JPX/S&P CAPEX & Human Capital ETF	99	その他	9999	その他	-	0109	その他
102	2023-07-14	14840	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数	One ETF JPX/S&P CAPEX & Human Capital Index	99	その他	9999	その他	-	0109	その他
103	2023-07-14	14850	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信	MAXIS JAPAN Proactive Investment in Physical and Human Capital 200 Index ETF	99	その他	9999	その他	-	0109	その他
104	2023-07-14	14860	日興アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジなし）	Listed Index Fund US Bond (No Currency Hedge)	99	その他	9999	その他	-	0109	その他
105	2023-07-14	14870	日興アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジあり）	Listed Index Fund US Bond (Currency Hedge)	99	その他	9999	その他	-	0109	その他
106	2023-07-14	14880	大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数	iFreeETF Tokyo Stock Exchange REIT Index	99	その他	9999	その他	-	0109	その他
107	2023-07-14	14890	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信	NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
108	2023-07-14	14900	日興アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）	Listed Index Fund MSCI Japan Equity High Dividend Low Volatility (Beta Hedged)	99	その他	9999	その他	-	0109	その他
109	2023-07-14	14910	中外鉱業	Chugai Mining Co.,Ltd.	7	鉄鋼・非鉄	3500	非鉄金属	-	0112	スタンダード
110	2023-07-14	14920	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ　ＪＰＸ　日経中小型株指数上場投信	MAXIS JPX-Nikkei Mid and Small Cap Index ETF	99	その他	9999	その他	-	0109	その他
111	2023-07-14	14930	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型	One ETF JPX-Nikkei Mid Small	99	その他	9999	その他	-	0109	その他
112	2023-07-14	14940	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　高配当日本株	One ETF High Dividend Japan Equity	99	その他	9999	その他	-	0109	その他
113	2023-07-14	14950	日興アセットマネジメント株式会社　上場インデックスファンドアジアリート	Listed Index Fund Asian REIT	99	その他	9999	その他	-	0109	その他
114	2023-07-14	14960	ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）	iShares USD Investment Grade Corporate Bond JPY Hedged ETF	99	その他	9999	その他	-	0109	その他
115	2023-07-14	14970	ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）	iShares USD High Yield Corporate Bond JPY Hedged ETF	99	その他	9999	その他	-	0109	その他
116	2023-07-14	14980	アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＥＳＧ	One ETF ESG	99	その他	9999	その他	-	0109	その他
117	2023-07-14	14990	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信	MAXIS Japan Equity High Dividend 70 Market Neutral ETF	99	その他	9999	その他	-	0109	その他
118	2023-07-14	15140	住石ホールディングス	Sumiseki Holdings,Inc.	2	エネルギー資源	1050	鉱業	TOPIX Small 2	0112	スタンダード
119	2023-07-14	15150	日鉄鉱業	Nittetsu Mining Co.,Ltd.	2	エネルギー資源	1050	鉱業	TOPIX Small 1	0111	プライム
120	2023-07-14	15180	三井松島ホールディングス	MITSUI MATSUSHIMA HOLDINGS CO.,LTD.	2	エネルギー資源	1050	鉱業	TOPIX Small 1	0111	プライム
121	2023-07-14	15400	三菱ＵＦＪ信託銀行株式会社　純金上場信託（現物国内保管型）	Japan Physical Gold ETF	99	その他	9999	その他	-	0109	その他
122	2023-07-14	15410	三菱ＵＦＪ信託銀行株式会社　純プラチナ上場信託（現物国内保管型）	Japan Physical Platinum ETF	99	その他	9999	その他	-	0109	その他
123	2023-07-14	15420	三菱ＵＦＪ信託銀行株式会社　純銀上場信託（現物国内保管型）	Japan Physical Silver ETF	99	その他	9999	その他	-	0109	その他
124	2023-07-14	15430	三菱ＵＦＪ信託銀行株式会社　純パラジウム上場信託（現物国内保管型）	Japan Physical Palladium ETF	99	その他	9999	その他	-	0109	その他
125	2023-07-14	15450	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ−１００（為替ヘッジなし）連動型上場投信	NEXT FUNDS NASDAQ-100(R) (Unhedged) Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
126	2023-07-14	15460	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信	NEXT FUNDS DJIA (Unhedged) Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
127	2023-07-14	15470	日興アセットマネジメント株式会社　上場インデックスファンド米国株式（Ｓ＆Ｐ５００）	Listed Index Fund US Equity (S&P500)	99	その他	9999	その他	-	0109	その他
128	2023-07-14	15500	三菱ＵＦＪ国際投信株式会社　ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信	MAXIS Global Equity (MSCI Kokusai) ETF	99	その他	9999	その他	-	0109	その他
129	2023-07-14	15510	シンプレクス・アセット・マネジメント株式会社　東証スタンダードＴＯＰ２０ＥＴＦ	TSE Standard Top 20 ETF	99	その他	9999	その他	-	0109	その他
130	2023-07-14	15520	三菱ＵＦＪ国際投信株式会社　国際のＥＴＦ　ＶＩＸ短期先物指数	KOKUSAI S&P500 VIX SHORT-TERM FUTURES INDEX ETF	99	その他	9999	その他	-	0109	その他
131	2023-07-14	15540	日興アセットマネジメント株式会社　上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本	Listed Index Fund World Equity (MSCI ACWI) ex Japan	99	その他	9999	その他	-	0109	その他
132	2023-07-14	15550	日興アセットマネジメント株式会社　上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ−ＲＥＩＴ）	Listed Index Fund Australian REIT (S&P/ASX200 A-REIT)	99	その他	9999	その他	-	0109	その他
133	2023-07-14	15570	ステート・ストリート・グローバル・アドバイザーズ・トラスト・カンパニー　ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ	SPDR S&P500 ETF Trust	99	その他	9999	その他	-	0109	その他
134	2023-07-14	15590	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信	NEXT FUNDS Thai Stock SET50 Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
135	2023-07-14	15600	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信	NEXT FUNDS FTSE Bursa Malaysia KLCI Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
136	2023-07-14	15630	シンプレクス・アセット・マネジメント株式会社　東証グロース・コアＥＴＦ	TSE Growth Core ETF	99	その他	9999	その他	-	0109	その他
137	2023-07-14	15660	日興アセットマネジメント株式会社　上場インデックスファンド新興国債券	Listed Index Fund Emerging Bond	99	その他	9999	その他	-	0109	その他
138	2023-07-14	15680	シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸブル２倍上場投信	TOPIX Bull 2x ETF	99	その他	9999	その他	-	0109	その他
139	2023-07-14	15690	シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア上場投信	TOPIX Bear -1x ETF	99	その他	9999	その他	-	0109	その他
140	2023-07-14	15700	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均レバレッジ・インデックス連動型上場投信	NEXT FUNDS Nikkei 225 Leveraged Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
141	2023-07-14	15710	野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均インバース・インデックス連動型上場投信	NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund	99	その他	9999	その他	-	0109	その他
142	2023-07-14	15720	シンプレクス・アセット・マネジメント株式会社　中国Ｈ株ブル２倍上場投信	China Bull 2x HSCEI ETF	99	その他	9999	その他	-	0109	その他
